Timestamp,Raw_RTT_ms
1.03405,3
1.03405,3
1.03405,3
1.03405,3
1.03405,3
1.03406,3
1.03406,3
1.03406,3
1.03406,3
1.03406,3
1.03407,3
1.03407,3
1.03407,3
1.03407,3
1.03407,3
1.03407,3
1.03408,3
1.03408,3
1.03408,3
1.03408,3
1.03408,3
1.03409,3
1.03409,3
1.03409,3
1.03409,3
1.03409,3
1.0341,3
1.0341,3
1.0341,3
1.0341,3
1.0341,3
1.03411,3
1.03411,3
1.03411,3
1.03411,3
1.03527,2
1.03528,2
1.03528,2
1.03528,2
1.03528,2
1.03528,1
1.03529,1
1.03529,1
1.03529,1
1.03529,1
1.03529,1
1.0353,1
1.0353,1
1.0353,1
1.0353,1
1.0353,1
1.03531,1
1.03531,1
1.03531,1
1.03531,1
1.03531,1
1.03532,1
1.03532,1
1.03532,1
1.03532,1
1.03532,1
1.03533,1
1.03533,1
1.03533,1
1.03533,1
1.03533,1
1.03534,1
1.03657,1
1.03657,1
1.03657,1
1.03657,1
1.03658,1
1.03658,1
1.03658,1
1.03658,1
1.03658,1
1.03659,1
1.03659,1
1.03659,1
1.03659,1
1.03659,1
1.0366,1
1.0366,1
1.0366,1
1.0366,1
1.0366,1
1.03661,1
1.03661,1
1.03661,1
1.03661,1
1.03661,1
1.03662,1
1.03662,1
1.03662,1
1.03662,1
1.03662,1
1.03663,1
1.03663,1
1.03663,1
1.04182,1
1.04182,2
1.04182,2
1.04182,3
1.04182,3
1.04183,3
1.04183,4
1.04183,4
1.04183,4
1.04183,4
1.04183,4
1.04184,5
1.04184,5
1.04184,5
1.04184,5
1.04184,5
1.04185,5
1.04185,5
1.04185,5
1.04185,5
1.04185,5
1.04186,5
1.04186,5
1.04186,5
1.04186,5
1.04186,5
1.04187,5
1.04187,5
1.04187,5
1.04187,5
1.04187,5
1.04188,5
1.04188,5
1.04188,5
1.04188,5
1.04188,5
1.04189,5
1.04189,5
1.04189,5
1.04189,5
1.04189,5
1.0419,5
1.0419,5
1.0419,5
1.0419,5
1.0419,5
1.04191,5
1.04191,5
1.04191,5
1.04191,5
1.04191,5
1.04192,5
1.04192,5
1.04192,5
1.04192,5
1.04192,5
1.04193,5
1.04193,5
1.04311,4
1.04311,4
1.04311,4
1.04311,3
1.04312,3
1.04312,3
1.04312,3
1.04312,3
1.04312,2
1.04312,2
1.04313,2
1.04313,2
1.04313,2
1.04313,2
1.04313,2
1.04314,2
1.04314,2
1.04314,2
1.04314,2
1.04314,2
1.04315,2
1.04315,2
1.04315,2
1.04315,2
1.04315,2
1.04316,2
1.04316,2
1.04316,2
1.04316,2
1.04316,2
1.04317,2
1.04317,2
1.04653,2
1.04653,2
1.04653,3
1.04653,3
1.04653,3
1.04654,3
1.04654,3
1.04654,3
1.04654,4
1.04654,4
1.04654,4
1.04655,4
1.04655,4
1.04655,4
1.04655,4
1.04655,4
1.04656,4
1.04656,4
1.04656,4
1.04656,4
1.04656,4
1.04657,4
1.04657,4
1.04657,4
1.04657,4
1.04657,4
1.04658,4
1.04658,4
1.04658,4
1.04658,4
1.04658,4
1.04659,4
1.04797,4
1.04797,4
1.04797,4
1.04798,4
1.04798,4
1.04798,4
1.04798,4
1.04798,4
1.04799,4
1.04799,4
1.04799,4
1.04799,4
1.048,4
1.048,4
1.048,4
1.048,4
1.048,4
1.04801,4
1.04801,4
1.04801,4
1.04801,4
1.04802,4
1.04802,4
1.04802,4
1.04802,4
1.04802,4
1.04803,4
1.04803,4
1.04803,4
1.04803,4
1.04804,4
1.04804,4
1.05019,4
1.05019,4
1.05019,4
1.05019,4
1.0502,4
1.0502,4
1.0502,4
1.0502,4
1.05021,4
1.05021,4
1.05021,4
1.05022,4
1.05022,4
1.05022,4
1.05022,4
1.05023,4
1.05023,4
1.05023,4
1.05023,4
1.05024,4
1.05024,4
1.05024,4
1.05024,4
1.05025,4
1.05025,4
1.05025,4
1.05025,4
1.05026,4
1.05026,4
1.05026,4
1.05026,4
1.05027,4
1.05027,3
1.05027,3
1.05028,3
1.05028,3
1.05028,3
1.05028,3
1.05029,3
1.05029,3
1.05029,3
1.05029,3
1.0503,3
1.0503,3
1.0503,3
1.0503,3
1.05031,3
1.05031,2
1.05031,2
1.05031,2
1.05032,2
1.05032,2
1.05032,2
1.05033,2
1.05033,2
1.05033,2
1.05033,2
1.05034,2
1.05034,2
1.05034,2
1.05034,2
1.05035,2
1.05035,2
1.05036,2
1.05254,2
1.05254,2
1.05254,2
1.05254,2
1.05255,2
1.05255,2
1.05255,2
1.05255,2
1.05255,2
1.05256,2
1.05256,2
1.05256,2
1.05256,2
1.05256,2
1.05257,2
1.05257,2
1.05257,2
1.05257,2
1.05257,2
1.05257,2
1.05258,2
1.05258,2
1.05258,2
1.05258,2
1.05258,2
1.05259,2
1.05259,2
1.05259,2
1.05259,2
1.05259,2
1.0526,2
1.0526,2
1.0526,2
1.0526,2
1.0526,2
1.05261,2
1.05261,2
1.05261,2
1.05261,2
1.05261,2
1.05262,2
1.05262,2
1.05262,2
1.05262,2
1.05262,2
1.05263,2
1.05263,2
1.05263,2
1.05263,2
1.05263,2
1.05264,2
1.05264,2
1.05264,2
1.05264,2
1.05264,2
1.05265,2
1.05265,2
1.05265,2
1.05265,2
1.05265,2
1.05266,2
1.05266,2
1.05266,2
1.05266,2
1.05653,2
1.05654,2
1.05654,3
1.05654,3
1.05654,3
1.05654,3
1.05655,3
1.05655,3
1.05655,3
1.05655,3
1.05655,3
1.05656,3
1.05656,3
1.05656,3
1.05656,3
1.05656,3
1.05657,3
1.05657,3
1.05657,3
1.05657,3
1.05657,3
1.05657,3
1.05658,3
1.05658,3
1.05658,3
1.05658,3
1.05658,3
1.05659,3
1.05659,3
1.05659,3
1.05659,3
1.05659,3
1.0566,3
1.0566,3
1.0566,3
1.0566,3
1.0566,3
1.05661,3
1.05661,3
1.05661,3
1.05661,3
1.05661,3
1.05662,3
1.05662,3
1.05662,3
1.05662,3
1.05662,3
1.05663,3
1.05663,3
1.05663,3
1.05663,3
1.05663,3
1.05664,3
1.05664,3
1.05664,3
1.05664,3
1.05664,3
1.05665,3
1.05665,3
1.05665,3
1.05665,3
1.05665,3
1.05666,3
1.05666,3
1.05786,4
1.05786,4
1.05786,4
1.05786,4
1.05786,4
1.05787,4
1.05787,4
1.05787,4
1.05787,4
1.05787,3
1.05788,3
1.05788,3
1.05788,2
1.05788,2
1.05788,2
1.05789,2
1.05789,2
1.05789,1
1.05789,1
1.05789,1
1.0579,1
1.0579,1
1.0579,1
1.0579,1
1.0579,1
1.0579,1
1.05791,1
1.05791,1
1.05791,1
1.05791,1
1.05791,1
1.05792,1
1.05946,1
1.05947,1
1.05947,1
1.05947,1
1.05947,2
1.05947,2
1.05948,2
1.05948,2
1.05948,2
1.05948,2
1.05948,2
1.05949,2
1.05949,2
1.05949,2
1.05949,2
1.05949,2
1.0595,2
1.0595,2
1.0595,2
1.0595,2
1.0595,2
1.05951,2
1.05951,2
1.05951,2
1.05951,2
1.05951,2
1.05952,2
1.05952,2
1.05952,2
1.05952,2
1.05952,2
1.05953,2
1.05953,2
1.05953,2
1.05953,2
1.05953,2
1.05954,2
1.05954,2
1.05954,2
1.05954,2
1.06077,3
1.06077,3
1.06077,3
1.06077,3
1.06077,3
1.06078,3
1.06078,3
1.06078,3
1.06078,3
1.06078,3
1.06079,3
1.06079,3
1.06079,3
1.06079,3
1.06079,3
1.0608,3
1.0608,3
1.0608,3
1.0608,3
1.0608,3
1.06081,3
1.06081,3
1.06081,3
1.06081,3
1.06081,3
1.06082,3
1.06082,3
1.06082,3
1.06082,3
1.06082,3
1.06082,3
1.06083,3
1.06299,3
1.06299,3
1.063,3
1.063,3
1.063,3
1.063,3
1.063,3
1.06301,3
1.06301,3
1.06301,3
1.06301,3
1.06301,3
1.06302,3
1.06302,3
1.06302,3
1.06302,3
1.06302,3
1.06303,3
1.06303,3
1.06303,3
1.06303,3
1.06303,3
1.06304,3
1.06304,3
1.06304,3
1.06304,3
1.06304,3
1.06305,3
1.06305,3
1.06305,3
1.06305,3
1.06305,3
1.06305,3
1.06306,3
1.06306,3
1.06306,3
1.06306,3
1.06306,3
1.06307,3
1.06307,3
1.06307,3
1.06307,3
1.06307,3
1.06308,3
1.06308,3
1.06308,3
1.06308,3
1.06308,3
1.06309,3
1.06309,3
1.06309,3
1.06309,3
1.06309,3
1.0631,3
1.0631,3
1.0631,3
1.0631,3
1.0631,3
1.06311,3
1.06311,3
1.06311,3
1.06311,3
1.06311,3
1.06312,3
1.06524,3
1.06524,3
1.06524,3
1.06524,3
1.06524,4
1.06525,4
1.06525,4
1.06525,4
1.06525,4
1.06525,4
1.06526,4
1.06526,4
1.06526,4
1.06526,4
1.06526,4
1.06527,4
1.06527,4
1.06527,4
1.06527,4
1.06527,4
1.06528,4
1.06528,3
1.06528,3
1.06528,3
1.06528,3
1.06529,3
1.06529,2
1.06529,2
1.06529,2
1.06529,2
1.0653,2
1.0653,2
1.0653,2
1.0653,2
1.0653,2
1.06531,2
1.06531,2
1.06531,2
1.06531,2
1.06531,2
1.06532,2
1.06532,2
1.06532,2
1.06532,2
1.06532,2
1.06533,2
1.06533,2
1.06533,2
1.06533,2
1.06533,2
1.06534,2
1.06534,2
1.06534,2
1.06534,2
1.06534,2
1.06535,2
1.06535,2
1.06535,2
1.06535,2
1.06535,2
1.06536,2
1.06536,2
1.06536,2
1.06536,2
1.06649,2
1.06649,2
1.06649,2
1.06649,2
1.06649,2
1.0665,2
1.0665,2
1.0665,2
1.0665,2
1.0665,2
1.06651,2
1.06651,2
1.06651,2
1.06651,2
1.06651,2
1.06652,2
1.06652,2
1.06652,2
1.06652,2
1.06652,2
1.06653,2
1.06653,2
1.06653,2
1.06653,2
1.06653,1
1.06654,1
1.06654,1
1.06654,1
1.06654,1
1.06654,1
1.06655,1
1.06655,1
1.0678,1
1.0678,1
1.0678,1
1.0678,1
1.06781,1
1.06781,1
1.06781,1
1.06781,1
1.06781,1
1.06782,1
1.06782,1
1.06782,1
1.06782,1
1.06782,1
1.06783,1
1.06783,1
1.06783,1
1.06783,1
1.06783,1
1.06784,1
1.06784,1
1.06784,1
1.06784,1
1.06784,1
1.06785,1
1.06785,1
1.06785,1
1.06785,1
1.06785,1
1.06786,1
1.06786,1
1.06786,1
1.07036,2
1.07036,2
1.07036,2
1.07036,3
1.07037,3
1.07037,3
1.07037,3
1.07037,3
1.07037,4
1.07038,4
1.07038,4
1.07038,4
1.07038,4
1.07038,4
1.07039,4
1.07039,4
1.07039,4
1.07039,4
1.07039,4
1.0704,4
1.0704,4
1.0704,4
1.0704,4
1.0704,4
1.07041,4
1.07041,4
1.07041,4
1.07041,4
1.07041,4
1.07042,4
1.07042,4
1.07042,4
1.07263,4
1.07263,4
1.07263,4
1.07264,4
1.07264,5
1.07264,5
1.07264,5
1.07264,5
1.07264,5
1.07265,5
1.07265,5
1.07265,5
1.07265,5
1.07265,5
1.07266,5
1.07266,5
1.07266,5
1.07266,5
1.07266,5
1.07267,5
1.07267,5
1.07267,5
1.07267,5
1.07267,5
1.07268,5
1.07268,5
1.07268,5
1.07268,5
1.07268,5
1.07269,5
1.07269,5
1.07269,5
1.07269,5
1.07269,5
1.0727,5
1.0727,5
1.0727,5
1.0727,5
1.0727,5
1.07271,5
1.07271,5
1.07271,5
1.07271,5
1.07271,5
1.07272,5
1.07272,5
1.07272,5
1.07272,5
1.07272,5
1.07273,5
1.07273,5
1.07273,5
1.07273,5
1.07273,5
1.07274,5
1.07274,5
1.07274,5
1.07274,5
1.07274,4
1.07275,4
1.07275,4
1.07275,3
1.07275,3
1.07276,3
1.07395,3
1.07395,3
1.07396,3
1.07396,3
1.07396,3
1.07396,3
1.07396,3
1.07396,3
1.07397,3
1.07397,3
1.07397,3
1.07397,3
1.07397,3
1.07398,3
1.07398,3
1.07398,3
1.07398,3
1.07398,3
1.07399,3
1.07399,3
1.07399,3
1.07399,3
1.07399,3
1.074,3
1.074,3
1.074,3
1.074,3
1.074,3
1.07401,3
1.07401,3
1.07401,2
1.07401,2
1.07641,2
1.07642,3
1.07642,3
1.07642,3
1.07642,3
1.07642,3
1.07643,3
1.07643,3
1.07643,3
1.07643,3
1.07643,3
1.07644,3
1.07644,3
1.07644,3
1.07644,3
1.07644,3
1.07645,3
1.07645,3
1.07645,3
1.07645,3
1.07645,3
1.07646,3
1.07646,3
1.07646,3
1.07646,3
1.07646,3
1.07647,3
1.07647,3
1.07647,3
1.07647,3
1.07647,3
1.07648,3
1.0776,4
1.0776,4
1.0776,4
1.07761,4
1.07761,4
1.07761,4
1.07761,4
1.07761,4
1.07762,4
1.07762,4
1.07762,4
1.07762,4
1.07762,4
1.07763,4
1.07763,4
1.07763,4
1.07763,4
1.07763,4
1.07764,4
1.07764,4
1.07764,4
1.07764,4
1.07764,4
1.07765,4
1.07765,4
1.07765,4
1.07765,4
1.07765,4
1.07766,4
1.07766,4
1.07766,4
1.07766,4
1.08154,5
1.08155,5
1.08155,5
1.08155,6
1.08155,6
1.08155,6
1.08156,6
1.08156,6
1.08156,7
1.08156,7
1.08156,7
1.08157,7
1.08157,7
1.08157,7
1.08157,7
1.08157,7
1.08157,7
1.08158,7
1.08158,7
1.08158,7
1.08158,7
1.08158,7
1.08159,7
1.08159,7
1.08159,7
1.08159,7
1.08159,7
1.0816,7
1.0816,7
1.0816,7
1.0816,7
1.0816,7
1.08161,7
1.08161,7
1.08161,6
1.08161,6
1.08161,6
1.08162,6
1.08162,6
1.08162,5
1.08162,5
1.08162,5
1.08163,5
1.08163,5
1.08163,5
1.08163,5
1.08163,5
1.08164,5
1.08164,5
1.08164,5
1.08164,5
1.08164,5
1.08165,5
1.08165,5
1.08165,5
1.08165,5
1.08165,5
1.08166,5
1.08166,5
1.08166,5
1.08166,5
1.08166,5
1.08167,5
1.08167,5
1.08185,5
1.08185,5
1.08186,4
1.08186,4
1.08186,4
1.08186,4
1.08186,4
1.08187,4
1.08187,4
1.08187,4
1.08187,4
1.08187,4
1.08188,4
1.08188,4
1.08188,4
1.08188,4
1.08188,4
1.08189,4
1.08189,4
1.08189,4
1.08189,4
1.08189,4
1.0819,4
1.0819,4
1.0819,4
1.0819,4
1.0819,4
1.08191,4
1.08191,4
1.08191,4
1.08191,4
1.08191,4
1.08192,4
1.08192,4
1.08192,4
1.08536,4
1.08536,4
1.08536,4
1.08536,4
1.08536,4
1.08537,4
1.08537,4
1.08537,4
1.08537,4
1.08537,4
1.08538,4
1.08538,4
1.08538,4
1.08538,4
1.08538,4
1.08539,4
1.08539,4
1.08539,4
1.08539,4
1.08539,4
1.0854,4
1.0854,4
1.0854,4
1.0854,4
1.0854,4
1.08541,4
1.08541,4
1.08541,4
1.08541,4
1.08541,4
1.08542,4
1.08542,4
1.08542,4
1.08542,4
1.08542,4
1.08543,4
1.08543,4
1.08543,4
1.08543,4
1.08543,4
1.08544,4
1.08544,4
1.08544,4
1.08544,4
1.08544,4
1.08545,4
1.08545,4
1.08545,4
1.08545,4
1.08545,4
1.08546,4
1.08546,4
1.08546,4
1.08546,4
1.08546,4
1.08546,4
1.08547,4
1.08547,4
1.08547,4
1.08547,4
1.08547,4
1.08548,4
1.08548,4
1.08548,4
1.08564,4
1.08564,4
1.08564,4
1.08564,4
1.08565,4
1.08565,4
1.08565,4
1.08565,4
1.08565,4
1.08566,4
1.08566,4
1.08566,4
1.08566,4
1.08566,4
1.08567,4
1.08567,4
1.08567,4
1.08567,4
1.08567,4
1.08568,4
1.08568,4
1.08568,4
1.08568,4
1.08568,4
1.08569,4
1.08777,4
1.08778,4
1.08778,4
1.08778,4
1.08778,4
1.08778,5
1.08779,5
1.08779,5
1.08779,5
1.08779,4
1.08779,4
1.0878,4
1.0878,3
1.0878,3
1.0878,3
1.0878,3
1.08781,3
1.08781,3
1.08781,2
1.08781,2
1.08781,2
1.08782,2
1.08782,2
1.08782,2
1.08782,2
1.08782,2
1.08783,2
1.08783,2
1.08783,2
1.08783,2
1.08783,2
1.08784,2
1.08784,2
1.08784,2
1.08784,2
1.08784,2
1.08785,2
1.08785,2
1.08785,2
1.08785,2
1.08785,2
1.08786,2
1.08786,2
1.08786,2
1.08786,2
1.08786,2
1.08787,2
1.08787,2
1.08787,2
1.08787,2
1.08787,2
1.08788,2
1.08788,2
1.08788,2
1.08788,2
1.08788,2
1.08789,2
1.08789,2
1.08789,2
1.08789,2
1.08789,2
1.08789,2
1.0879,2
1.0879,2
1.08905,2
1.08905,2
1.08906,2
1.08906,2
1.08906,2
1.08906,3
1.08906,3
1.08907,3
1.08907,3
1.08907,3
1.08907,3
1.08907,3
1.08908,3
1.08908,3
1.08908,3
1.08908,3
1.08908,3
1.08909,3
1.08909,3
1.08909,3
1.08909,3
1.08909,3
1.0891,3
1.0891,3
1.0891,3
1.0891,3
1.0891,3
1.0891,3
1.08911,3
1.08911,3
1.08911,3
1.08911,3
1.09124,4
1.09124,4
1.09125,4
1.09125,4
1.09125,4
1.09125,5
1.09125,5
1.09126,5
1.09126,5
1.09126,5
1.09126,5
1.09126,5
1.09127,5
1.09127,5
1.09127,5
1.09127,5
1.09127,5
1.09128,4
1.09128,4
1.09128,4
1.09128,4
1.09128,4
1.09129,4
1.09129,4
1.09129,4
1.09129,4
1.09129,4
1.0913,4
1.0913,4
1.0913,4
1.0913,4
1.0913,4
1.0913,4
1.09131,4
1.09131,4
1.09131,4
1.09131,4
1.09131,4
1.09132,4
1.09132,4
1.09132,4
1.09132,4
1.09132,4
1.09133,4
1.09133,4
1.09133,4
1.09133,4
1.09133,4
1.09134,4
1.09134,4
1.09134,4
1.09134,4
1.09134,4
1.09135,4
1.09135,4
1.09135,4
1.09135,4
1.09135,4
1.09136,4
1.09136,4
1.09136,4
1.09136,4
1.09136,4
1.09137,4
1.09255,4
1.09255,4
1.09255,4
1.09255,4
1.09255,4
1.09256,4
1.09256,4
1.09256,4
1.09256,4
1.09256,4
1.09257,4
1.09257,4
1.09257,4
1.09257,4
1.09257,4
1.09258,4
1.09258,4
1.09258,4
1.09258,4
1.09258,4
1.09259,4
1.09259,3
1.09259,3
1.09259,3
1.09259,3
1.0926,3
1.0926,3
1.0926,3
1.0926,3
1.0926,3
1.0926,3
1.09261,3
1.09491,3
1.09491,3
1.09491,3
1.09492,3
1.09492,4
1.09492,4
1.09492,4
1.09492,4
1.09493,4
1.09493,4
1.09493,4
1.09493,4
1.09493,4
1.09494,4
1.09494,4
1.09494,4
1.09494,4
1.09494,4
1.09495,4
1.09495,4
1.09495,4
1.09495,4
1.09495,3
1.09496,3
1.09496,3
1.09496,3
1.09496,3
1.09496,3
1.09497,3
1.09497,3
1.09497,3
1.09497,3
1.09755,3
1.09755,3
1.09755,4
1.09755,4
1.09756,4
1.09756,4
1.09756,4
1.09756,5
1.09756,5
1.09756,5
1.09757,5
1.09757,5
1.09757,5
1.09757,5
1.09757,5
1.09758,5
1.09758,5
1.09758,5
1.09758,5
1.09758,5
1.09759,5
1.09759,5
1.09759,5
1.09759,5
1.09759,5
1.0976,5
1.0976,5
1.0976,5
1.0976,5
1.0976,5
1.09761,5
1.09761,5
1.09761,5
1.09761,5
1.09761,5
1.09762,5
1.09762,5
1.09762,5
1.09762,5
1.09762,5
1.09763,5
1.09763,5
1.09763,5
1.09763,5
1.09763,5
1.09764,5
1.09764,5
1.09764,5
1.09764,5
1.09764,5
1.09765,5
1.09765,5
1.09765,5
1.09765,5
1.09765,5
1.09766,5
1.09766,5
1.09766,5
1.09766,5
1.09766,5
1.09767,5
1.09767,5
1.09767,5
1.09767,5
1.09884,5
1.09884,5
1.09885,5
1.09885,5
1.09885,5
1.09885,5
1.09885,5
1.09886,5
1.09886,5
1.09886,5
1.09886,5
1.09886,5
1.09887,5
1.09887,5
1.09887,5
1.09887,5
1.09887,5
1.09888,5
1.09888,5
1.09888,5
1.09888,5
1.09888,5
1.09889,5
1.09889,5
1.09889,5
1.09889,5
1.09889,5
1.0989,5
1.0989,4
1.0989,4
1.0989,4
1.0989,4
1.10005,4
1.10005,4
1.10005,5
1.10005,5
1.10005,5
1.10006,5
1.10006,5
1.10006,5
1.10006,5
1.10006,5
1.10007,5
1.10007,5
1.10007,5
1.10007,5
1.10007,5
1.10008,5
1.10008,5
1.10008,5
1.10008,5
1.10008,5
1.10009,5
1.10009,5
1.10009,5
1.10009,5
1.10009,5
1.1001,5
1.1001,5
1.1001,4
1.1001,4
1.1001,4
1.10011,4
1.10011,4
1.10132,4
1.10132,4
1.10133,4
1.10133,4
1.10133,4
1.10133,4
1.10133,4
1.10134,4
1.10134,4
1.10134,4
1.10134,4
1.10134,4
1.10135,4
1.10135,4
1.10135,4
1.10135,4
1.10135,4
1.10136,4
1.10136,4
1.10136,4
1.10136,4
1.10136,4
1.10137,4
1.10137,4
1.10137,4
1.10137,4
1.10137,4
1.10138,4
1.10138,4
1.10138,4
1.10138,4
1.10138,4
1.10381,4
1.10381,4
1.10381,4
1.10382,4
1.10382,4
1.10382,5
1.10382,5
1.10382,5
1.10383,5
1.10383,5
1.10383,5
1.10383,5
1.10383,5
1.10383,5
1.10384,5
1.10384,5
1.10384,5
1.10384,5
1.10384,5
1.10385,5
1.10385,5
1.10385,5
1.10385,5
1.10385,5
1.10386,5
1.10386,5
1.10386,5
1.10386,5
1.10386,5
1.10387,5
1.10387,5
1.10387,5
1.109,6
1.10901,6
1.10901,7
1.10901,7
1.10901,8
1.10901,8
1.10902,8
1.10902,9
1.10902,9
1.10902,9
1.10902,9
1.10903,9
1.10903,10
1.10903,10
1.10903,10
1.10903,10
1.10904,10
1.10904,10
1.10904,10
1.10904,10
1.10904,10
1.10904,10
1.10905,10
1.10905,10
1.10905,10
1.10905,10
1.10905,10
1.10906,10
1.10906,10
1.10906,10
1.10906,10
1.10906,10
1.10907,10
1.10907,10
1.10907,9
1.10907,9
1.10907,9
1.10908,9
1.10908,9
1.10908,9
1.10908,9
1.10908,9
1.10909,9
1.10909,9
1.10909,9
1.10909,9
1.10909,9
1.1091,9
1.1091,9
1.1091,9
1.1091,9
1.1091,9
1.10911,9
1.10911,9
1.10911,9
1.10911,9
1.10911,9
1.10912,9
1.10912,9
1.10912,9
1.10912,9
1.10912,9
1.10913,9
1.10913,8
1.1143,9
1.11431,9
1.11431,10
1.11431,10
1.11431,10
1.11431,11
1.11432,11
1.11432,11
1.11432,11
1.11432,11
1.11432,12
1.11433,12
1.11433,12
1.11433,12
1.11433,12
1.11433,12
1.11434,12
1.11434,12
1.11434,12
1.11434,12
1.11434,12
1.11435,12
1.11435,12
1.11435,12
1.11435,12
1.11435,12
1.11435,12
1.11436,12
1.11436,12
1.11436,12
1.11436,12
1.11436,12
1.11437,12
1.11437,12
1.11437,12
1.11437,12
